,순위,곡ID,곡명,가수,앨범,좋아요,가사
85,86,37086834,사랑노래,dori,사랑노래,"15,391",뻔하디 뻔한 그런 사랑 노래 널리고 널린 그런 사랑 노래 라고 생각하고 살던 내가 이렇게 변했어 이제는 불러 너를 위한 노래 이렇게 불러 la-la-la la-la-la 이건 우릴 위한 노래야 또 내 사랑 노래가 나와 길거리에 그때처럼 불러 줄게 네게 너와 함께 불렀었던 노래 네게만 닿기만 바라 정말 또 난 사랑 노랠 만들고 길거리에 그때처럼 불러 줄게 네게 너와 함께 글로 썼던 노래 네게만 닿기만 바라 정말 뻔하디 뻔한 그런 사랑 노래 널리고 널린 그런 사랑 노래 라고 생각하고 살던 내가 이렇게 변했어 이제는 불러 너를 위한 노래 이렇게 불러 la-la-la la-la-la 이건 우릴 위한 노래야 오래 사랑했던 내 맘속 그 길 위엔 새로 쓰는 사랑은 의미가 없고 너와 함께 부르고 싶은 노래 네게만 닿기만 바라 정말 떠난 사랑 노래라고 말하지 못해 다시 쓰는 사랑엔 의미가 있고 너와 함께 부르고 싶은 노래 네게만 닿기만 바라 정말 뻔하디 뻔한 그런 사랑 노래 널리고 널린 그런 사랑 노래 라고 생각하고 살던 내가 이렇게 변했어 이제는 불러 너를 위한 노래 이렇게 불러 la-la-la la-la-la 이건 우릴 위한 노래야 아직 미완성인 사랑 노래 네게 남겨둘게 이 노랠 다시 돌아와서 날 안아줘 아직 미완성인 사랑 노래 네게 남겨둘게 이 노랠 다시 돌아와서 날 안아줘 뻔하디 뻔한 그런 사랑 노래 널리고 널린 그런 사랑 노래 라고 생각하고 살던 내가 이렇게 변했어 이제는 불러 너를 위한 노래 이렇게 불러 la-la-la la-la-la 이건 우릴 위한 노래야
86,87,37066916,UNTOUCHABLE,ITZY (있지),BORN TO BE,"12,817","Aha 1, 2, 3 let’s go! 날 또 건드려 눈 앞을 가려 보지만 내 발걸음 앞에 You’re gonna know You’re all gonna know 내가 무얼 하든지 Now you just keep your eyes on me 난 못 건드려 절대 못 건드려 어디 날 한 번 지켜봐 Blow 이미 난 몰아쳐 I’m on fire 나를 막는 건 누구든 내겐 아무런 의미 없을 뿐야 Why not? 난 자신 있어 뭐든 Show what I have 날 알수록 놀라워 멈출 생각 따윈 없거든 Here we go now I'm untouchable 막아서지 못해 시작됐어 지금 flow대로 just going on and on 더 mess it up now 넌 쉽게 knockout 어떤 것도 I don’t care about I'm untouchable 깨지지 않는 form Bam bam bam ba li 막을 수 없어 nobody Bam bam bam ba li Nothing gon’ stop me nobody yah 나만이 내 vision 겁나지 않을 mission 두려울 게 없다고 Yeah I gotta go Baby keep your eyes on me 지도 따윈 안 봐 난 끌린 대로 가 만족할 때까지 항상 내가 원한 길로 You know I’m not scared Blow 이미 난 몰아쳐 I’m on fire 나를 막는 건 누구든 내겐 아무런 의미 없을 뿐야 Why not? 난 자신 있어 뭐든 Show what I have 날 알수록 놀라워 멈출 생각 따윈 없거든 Hey I'm untouchable 막아서지 못해 시작됐어 지금 flow대로 just going on and on 더 mess it up now 넌 쉽게 knockout 어떤 것도 I don’t care about I'm untouchable 깨지지 않는 form Bam bam bam ba li 막을 수 없어 nobody Bam bam bam ba li Nothing gon’ stop me nobody yah 더 크게 shout it out 겁날 게 없잖아 원해온 그대로 take it bam bam bam ba li nothing gon’ stop me nobody yah Hey yeah nobody No one can stop me 한계 없이 run Here we go now I'm untouchable 막아서지 못해 시작됐어 나의 flow대로 just going on and on 더 mess it up now 넌 쉽게 knockout 소용없어 I don’t care about I'm untouchable 꺾이지 않는 form Bam bam bam ba li 막을 수 없어 nobody Bam bam bam ba li Nothing gon’ stop me nobody yah Bam bam bam ba li 막을 수 없어 nobody Bam bam bam ba li Nothing gon’ stop me nobody yah"
87,88,37344223,사랑한다는 그 이유만으로,정동하,사랑한다는 그 이유만으로,"1,181","소중했던 기억들이 얼룩져버린 우리의 추억 사랑한다는 그 이유만으로 서로를 아프게 하죠 사랑해 사랑해, 사랑해 사랑해 입술 끝에 맴도는 말 가지 말란 말도 못 하고 사랑해 그 흔한 말조차 하지 못했던 내가 농담처럼 쉽게 했던 정작 그대에게 사랑한단 말 못 하고 떠나는 걸 지켜보는 난 그 흔한 남자라 가지마 가지마, 가지마 가지마 입술 끝에 맴도는 말 사랑한다 말하고 싶은데 사랑해 그 흔한 말조차 하지 못했던 내가 농담처럼 쉽게 했던 정작 그대에게 사랑한단 말 못 하고 떠나는 걸 지켜보는 난 그 흔한 남자라 말하지 못했던 소중했던 기억 아름답던 추억 속에 아직도 난 살아 사랑해 그 흔한 말조차 하지 못했던 내가 농담처럼 쉽게 했던 정작 그대에게 사랑한단 말 못 하고 떠나는 걸 지켜보는 난 그 흔한 남자라"
88,89,37073699,화이트 (White),폴킴,화이트 (White),"18,699",너도 오늘만은 기억하고 있겠지 벌써 만난 지도 일 년이 됐어 우리 그때보다 변한 것이 있다면 좀 더 커져 버린 사랑일 거야 겨울 내내 너를 생각하며 만들던 빨간 스웨터도 입혀 줄 거야 항상 포근했던 네 마음과 어울려 날 생각하면 정말 좋겠어 거리에 함께 나온 연인들 밤새 들려오는 노랫소리들 모두가 우리들의 만남을 축복하는 예쁜 선물들 같아 저기 하얀 눈이 내려 저 하늘 모두 내려 우리 서로 닿은 마음 위로 사랑이 내려 살짝 네 가슴에 기대 안겨 먼저 말을 할까 나를 느끼는 너의 모든 걸 사랑해 우리 처음 만난 일 년 전의 오늘도 지금처럼 하얀 눈이 내렸지 추워 코끝까지 빨개진 날 보면서 넌 놀려대며 웃고 있었어 가만히 빛을 내는 촛불에 지금 내 마음을 비춰 보일까 이렇게 너와 함께 있는 나 세상 누구보다 행복하다고 저기 하얀 눈이 내려 저 하늘 모두 내려 우리 서로 닿은 마음 위로 사랑이 내려 살짝 네 가슴에 기대 안겨 먼저 말을 할까 나를 느끼는 너의 모든 걸 지금 네 바램이 들려 저 하늘까지 들려 나도 오늘 밤엔 같은 소원 빌게 될 거야 많은 시간들이 흘러가도 우리들의 사랑 지금처럼만 간직해 주길 기도해 많은 시간들이 흘러가도 우리들의 사랑 지금처럼만 간직해 주길 기도해
89,90,37115163,미련하다,로이킴,환승연애3 OST Part 2,"6,657",코끝이 시릴 때쯤 그대가 떠올라 긴 긴 하루 끝에 잠을 청한다 참 고집스럽게도 이쯤 하면 된 것 같은데 아직도 난 여전히 널 떠올린다 참 초라하다 많은 사람들 속에 아직도 너만 생각 나는 걸 보면 나도 참 미련하다 내가 미안하다 아쉬움 한가득 널 괴롭히고 있어서 나만 또 미안하다 혼자 미련하게 지나간 인연을 붙잡고서 널 괴롭히고 있어서 미안하다 내게는 선물같던 날 뿐이라 떼 쓰는 아이처럼 널 부르고 있나봐 참 못나 보이게도 네가 떠나던 그 날에 아직도 난 여전히 멈춰서 있나봐 참 후회된다 그때 잘 해준지 못한게 어떻게 해야 널 잊을 수 있을까 나도 참 미련하다 내가 미안하다 아쉬움 한가득 널 괴롭히고 있어서 나만 또 미안하다 혼자 미련하게 지나간 인연을 잡고서 널 아프게 해서 매일 후회해봐도 달라질 거 하나 없잖아 나만 아프잖아 똑같은 하루 속에서 나만 혼자서 멈춰진 채 있겠지만 내가 참 미안하다 정말 미안하다 매일 나만 알고 나만 생각해 왔어서 언제쯤 참 후련하게 정말 후련하게 널 보낼 수 있을까 널 이해할 수 있을까
90,91,37321613,봄도 너의 소식도,전예지 (경서예지),봄도 너의 소식도,"1,378","겨울아 미안해. 많이 힘들었어 너만 지나가길 기다렸는데 나와 헤어지고 나서, 춥진 않았니 너도 따뜻한 봄을 기다렸었니 참 좋았어 우리 너무나 그리워 되돌리는건 욕심이 된거지 겨울이 지나 처음같은 봄이 오길래 외투를 벗다가 아직 쌀쌀한 바람을 잊었나봐 다 잊었다 생각했던 너의 소식에 어쩌지, 나 지금 솔직히 적응이 안돼 봄도 너의 소식도 추워도 괜찮아 더 꼭안아주던 그때의 너는, 추억이 된거지 겨울이 지나 처음같은 봄이 오길래 외투를 벗다가 아직 쌀쌀한 바람을 잊었나봐 다 잊었다 생각했던 너의 소식에 어쩌지, 나 지금 솔직히 적응이 안돼 봄도 너의 소식도 지나가면 다 괜찮아질 줄 알았어 미치도록 그리워 지는걸 사랑은 다른 사랑으로 잊혀진다길래 만나도 봤다가 니가 아니면 안되는걸 깨달아 이런내맘 같지않은 너의 소식에 어쩌지, 나 지금 솔직히 적응이 안돼 봄도 너의 소식도"
91,92,37065199,Stay With Me (Feat. Skinny Brown),ASH ISLAND,Stay With Me,"21,095","Baby, I want you to stay I want you to stay with me tonight 나에겐 익숙한 겨울밤 놓지 않을게 Stay with me tonight Baby, I want you to stay I want you to stay with me tonight 나에겐 익숙한 겨울밤 놓지 않을게 Stay with me tonight 늘 혼자였지 내 겨울은 친구는 밤하늘의 별들 방 안의 거울은 나를 보지만 비어있네 옆은 But I'm not alone now 걸어왔지 너가 내리는 눈꽃처럼 어디든 달려올게 너의 곁에 So please don’t go away, go away 준비가 됐어 나는 너도 그렇다면 해줄래 말을 Baby, I want you to stay I want you to stay with me tonight 나에겐 익숙한 겨울밤 놓지 않을게 Stay with me tonight Baby, I want you to stay I want you to stay with me tonight 나에겐 익숙한 겨울밤 놓지 않을게 Stay with me tonight Du ru, du, du ru Du ru, du, du ru Du ru, du, du ru Stay with me tonight Du ru, du, du ru Du ru, du, du ru Du ru, du, du ru Stay with me tonight Last year I was dumb, facts 어쩜 너가 아니라서 그래 비가 오는 날이 아니어도 돼 (춥게 눈이 오는 날엔 Stay) Just sit here and don't think 'you are alone' 입어 Same thing, 들어 same song You change me, I'mma change yours 계절 지나도 불러 That chorus 주워 담아 These stars and 시간에 담아 Like jar 어두워진 이 밤에 우리만은 밝자 Uh, you gotta stay with me 그래왔던 듯이 Lay it on me 눈처럼 어깨 위 You are my fantasy Stay with me Baby, I want you to stay I want you to stay with me tonight 나에겐 익숙한 겨울밤 놓지 않을게 Stay with me tonight Baby, I want you to stay I want you to stay with me tonight 나에겐 익숙한 겨울밤 놓지 않을게 Stay with me tonight Du ru, du, du ru Du ru, du, du ru Du ru, du, du ru Stay with me tonight Du ru, du, du ru Du ru, du, du ru Du ru, du, du ru Stay with me tonight"
92,93,37118278,아시나요,"손태진, 신성, 에녹",아시나요,"3,007",지친 나의 마음을 감싸 주던 사람 영원토록 나의 가슴속 깊이 새겨진 사람 그 누구보다도 지켜 주고 싶은 걸 그대 나만을 믿어주세요 아시나요 아시나요 괜스레 생각만 해도 참 좋아요 세상 그 누구도 부럽지 않죠 아시나요 아시나요 하루를 살아도 난 그대뿐이죠 그대만 부르고 불러봅니다 외롭고 지쳐 힘들 때 널 놓지는 않을게요 세상에 가장 큰 선물은 바로 그대뿐이에요 영원할 수 있기를 눈물은 다시없을 테니 내가 그대 곁에서 있을게요 너무 힘들었었던 지난 시간들이 그대라는 이유 하나로 모두 잊을 수 있어 그 누구보다도 지켜 주고 싶은 걸 그대 하나만 바라볼게요 아시나요 아시나요 괜스레 생각만 해도 참 좋아요 세상 그 누구도 부럽지 않죠 아시나요 아시나요 하루를 살아도 난 그대뿐이죠 그대만 부르고 불러봅니다 외롭고 지쳐 힘들 때 널 놓지는 않을게요 세상에 가장 큰 선물은 바로 그대뿐이에요 영원할 수 있기를 눈물은 다시없을 테니 내가 그대 곁에서 있을게요 내가 마지막 그대의 쉴 곳이 되고 싶어 눈물 나도록 너무나 소중한 사람 외롭고 지쳐 힘들 때 널 놓지는 않을게요 세상에 가장 큰 선물은 바로 그대뿐이에요 영원할 수 있기를 눈물은 다시없을 테니 내가 그대 곁에서 있을게요
93,94,37292497,Switch On,하이라이트 (Highlight),Switch On,"4,902","Yeah Switch on The man you used to know, Yeah It’s on 알다시피 소문난 잔치 Well-known 모두가 바라던 대로 Came back home You should back off Got me singin’ like Whoa! How you doin’ 그대로야 다 whoa! 필요했던 Game changer 때가 됐어 Now it’s time for brand new things 어질어질해 Light up everything So don’t you shut me down 나를 깨워 Switch it on 어둠은 사라져 불을 태워 Burn them all 감히 누가 방해해 You can’t touch this 모두를 홀린 등장은 That’s my call sign sign Switch on 날 기다려온 저기 Stage 위로 on 익숙하게 다시 움직이는 몸 I never chase them 내게 붙어 여기 뭐 별거니 I’m still iconic Switch on 원하는 대로 자유롭게 Off and on 또다시 태어나도 나는 나로 Born 어차피 환하게 더 빛날 테니 안 봐도 뻔히 I’m still iconic 난 원래 그래 시간 낭비 따윈 안 해 Everyday I don't need no time machine 어김없이 또 여기저기 I bring 바삐 돌아다닐 건 뻔한 얘기 Oh yeah 더는 상관없어 Don’t worry ‘bout me 누가 뭐래도 Got no limit yeah So don’t you shut me down 나를 깨워 Switch it on 어둠은 사라져 불을 태워 Burn them all 감히 누가 방해해 You can’t touch this 모두를 홀린 등장은 That’s my call sign sign Switch on 날 기다려온 저기 Stage 위로 on 익숙하게 다시 움직이는 몸 I never chase them 내게 붙어 여기 뭐 별거니 I’m still iconic Switch on 원하는 대로 자유롭게 Off and on 또다시 태어나도 나는 나로 Born 어차피 환하게 더 빛날 테니 안 봐도 뻔히 I’m still iconic 난 여전히 여전히 똑같아 I never give up Do it again 잘 안 들려 What they’re saying yeah yeah Switch on 날 기다려온 저기 Stage 위로 on 익숙하게 다시 움직이는 몸 I never chase them 내게 붙어 여기 뭐 별거니 I’m still iconic Switch on 원하는 대로 자유롭게 Off and on 또다시 태어나도 나는 나로 Born 어차피 환하게 더 빛날 테니 안 봐도 뻔히 I’m still iconic"
94,95,37125324,내일 얘기해,"릴러말즈 (Leellamarz), MEENOI",[B],"14,074",하루가 가고 이틀이 가도 변하지 않는 건 서로 사랑한다는 거겠지 욕을 하고 소리 질러도 자고 일어나면 조금 나아질 거야 내일 얘기하자는 말이 어려웠나 피하는 것 같아 기분 나쁜가 내 말은 싸우자는 게 아니고 아무 말도 떠오르지 않는 건데 나쁜 말도 하고 싶지 않아 너도 알잖아 화난 내 모습은 제일 미워하는 사람을 닮았다는 걸 참 신기해 섞여 산다는 건 나 사실 나를 버리며 누구를 구하는 일을 해본 적도 없고 할 수도 없다고 믿어 그런 사랑은 없다고 모두 이기적이니까 내가 먼저 일 테니까 적어도 나는 그랬어 근데 요즘 나름 일찍 일어나고 스케줄도 확인하고 너가 뭐 먹는지도 궁금한데 이렇게까지 하는데 내 마음을 모르는 너가 답답해 하루가 가고 이틀이 가도 변하지 않는 건 서로 사랑한다는 거겠지 욕을 하고 소리 질러도 자고 일어나면 조금 나아질 거야 잠이 안 와 다시 읽어봐 너와 나눴던 연락 뭐해 밥은 나왔어 잘 자 매일 똑같은 말 당연해져 버린 걸까 편안해져 버린 걸까 내가 변한 건 아닐까 날 사랑하긴 할까 내일 얘기하자는 너의 말이 내겐 어떤 의미인지 말하자면 여러 가지 하고 싶은 말이 많아져 쓸데없는 얘기까지 하고 말았어 듣고 싶지 않아 우리 사이를 갈라놓으려 하는 맘에도 없는 말 또다시 돌아가 우린 말하지 피곤해 그만 얘기하자 하루가 가고 이틀이 가도 변하지 않는 건 서로 사랑한다는 거겠지 욕을 하고 소리 질러도 자고 일어나면 조금 나아질 거야 내일 얘기해 오늘은 늦었어 이제는 자야 될 시간 내일 얘기해 오늘은 늦었어 이제는 자야 될 시간
95,96,37291985,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,"3,448","I didn't think you'd understand me How could you ever even try? I don't wanna tiptoe, but I don't wanna hide But I don't wanna feed this monstrous fire Just wanna let this story die And I'll be alright We can't be friends But I'd like to just pretend You cling to your papers and pens Wait until you like me again Wait for your love Love, I'll wait for your love Me and my truth, we sit in silence Baby girl, it's just me and you 'Cause I don't wanna argue, but I don't wanna bite My tongue, yeah, I think I'd rather die You got me misunderstood, but at least I look this good We can't be friends But I'd like to just pretend You cling to your papers and pens Wait until you like me again Wait for your love Love, I'll wait for your love I'll wait for your love Love, I'll wait for your love Know that you made me I don't like how you paint me, yet I'm still here hanging Not what you made me It's something like a daydream But I feel so seen in the night So for now, it's only me And maybe that's all I need We can't be friends But I'd like to just pretend You cling to your papers and pens Wait until you like me again Wait for your love Love, I'll wait for your love I'll wait for your love Love, I'll wait for your love I'll wait for your love I'll wait for your love I'll wait for your love I'll wait for your love I'll wait for your love"
96,97,37292499,How to Love,하이라이트 (Highlight),Switch On,"4,930","Love how to love Show me how to love 네 모든 걸 내게 보여줘 Love how to love Show me how to love 네 모든 걸 내게 보여줘 특별할 게 없는 똑같은 하루 점점 달라지고 있어 널 만난 후로 내 맘은 변해가 봄이 온 듯 따스해져 My love 하나부터 열까지 너의 모든 게 난 더 궁금해져 Always 달콤한 이 기분 난 더 알고 싶어 Baby, show me how to love How to love, how to love I can't stop loving you 너와 있을 때면 모든 게 꿈만 같은 걸 How to love, how to love Always be with you 너만 있으면 돼 Baby, show me how to love Love how to love Show me how to love 네 모든 걸 내게 보여줘 Love how to love Show me how to love 네 모든 걸 내게 보여줘 하루 종일 정신 못 차리게 해 내 맘속엔 Oh 너만 보여 내가 이렇게 될 줄 몰랐어 매일매일 더욱더 새로운 걸 So, I can’t leave you Oh, I can’t live without you 모두가 알지 You & I 뗄래야 뗄 수 없어 모든 순간에 너는 내 Highlight yeah 늘 내 곁에 너만 있으면 My love 하나부터 열까지 너의 모든 게 난 더 궁금해져 Always 달콤한 이 기분 난 더 알고 싶어 Baby, show me how to love How to love, how to love I can't stop loving you 너와 있을 때면 모든 게 꿈만 같은 걸 How to love, how to love Always be with you 너만 있으면 돼 Baby, show me how to love Yes, I know 구름 낀 하늘처럼 슬픈 날도 있을지 몰라 하지만 변치 않아 봄날의 햇살처럼 비춰 줄게 Yeah How to love, how to love I can't stop loving you 너와 있을 때면 모든 게 꿈만 같은 걸 How to love, how to love Always be with you 너만 있으면 돼 Baby, show me how to love How to love, how to love I can't stop loving you 너와 있을 때면 모든 게 꿈만 같은 걸 How to love, how to love Always be with you 너만 있으면 돼 Baby, show me how to love Love how to love Show me how to love 네 모든 걸 내게 보여줘 Love how to love Show me how to love 네 모든 걸 내게 보여줘"
97,98,37253173,매일하는 이별,#안녕,매일하는 이별,"3,759",눈을 뜨는 아침이 싫어졌어 눈에 닿는 모든 것이 너라서 대충 입은 옷 하나에도 내 어깰 툭툭 쳐 주던 너의 흔적이 보여 다 버리고 다 비워도 네 생각 한 번에 무너지고 또 하루 종일 너만 지우는 나 매일 하는 이별이 지겨워 또 외로워 널 잊고 싶지만 너를 지워도 또 비워도 자꾸 생각나서 가도가도 난 또 제자리니까 어제했던 이별 아직도 버리는 나야 너를 따라다닌 곳도 참 많아 어딜 가나 따라오는 네 모습 비 오는 거리를 걸으면 니가 참 좋아했으니 내가 미칠 수 밖에 네 향기와 네 목소리 난 어느 하나 잊지를 못해 하루가 모두 너니까 매일 하는 이별이 지겨워 또 외로워 널 잊고 싶지만 너를 지워도 또 비워도 자꾸 생각나서 가도 가도 난 또 제자리니까 어제했던 이별 아직도 버리는 나야 하루라도 널 떼어보고 살고 싶어 왜 내게 내게 추억은 줘서 날 괴롭혀 몇 번을 더 헤어져야 해 죽기 전에 보낼 수 있을까 솔직히 나 자신이 없어 그와 헤어지란게 아냐 그런 말이 아냐 너를 많이 미워하지도 않아 그저 다시 만날 그날까지 기다릴뿐야
98,99,37090739,Oh Mymy : 7s,TWS (투어스),TWS 1st Mini Album ‘Sparkling Blue’,"12,998","안녕하세요 Time Roller coaster ride 온몸이 Z Z Z 초침 위는 Dance floor 우리 빼고 전부 다 Slow motion (Oh ah yeh) Umm oh oh oh oh HI 질문을 던져줘 Like baseball (Hey hey) Question mark 잡을 준비 됐어 7초면 충분해 네 맘에 자리매김하고 싶어 Umm Oh Oh Oh Oh Anyway! 저 애들 봐 우릴 쳐다봐 모두 알아봐 We the hot thang 낼부터 소문날 거야 우리 Next step, Fit check, New thang 이유보다 우리 Choice대로 모두의 눈치보다 꽂히는 대로 So 너는 어때 어떻게 할래? 다 같이 Oh yes Oh Mymy Oh Mymy Oh Mymy Oh Mymy eh Oh Mymy Oh Mymy Oh Mymy Oh Mymy eh (Hey go) Oh Mymy Oh Mymy Oh Mymy Oh Mymy eh Oh Mymy Oh Mymy Oh Mymy Oh Mymy eh It’s like ohmy ohmy eh yeh eh- oh come on! 매일이 우린 Young and fresh, 내일도 계속해 TWS It’s like ohmy ohmy eh yeh eh- oh come on! 7초면 우린 충분해 1초의 첫인상 이미 We got the vibe 3초에 느낌 왔어 사실 하고픈 말 오래오래 보자 You can be my lucky seven strike 행운을 불어넣어 띄우자 Balloon Anyway! 1,2,3,4,5,6,7 I’m the best freshman 그래서 표정은 냉동 Huh 모르는 애도 하나가 되고 분위긴 최고 나 너의 친구로 어때 Hey Concentration concentration now begins Keep the rhythm keep the rhythm going on I’ll go first 담에 다 같이 Join해 다 같이 TWS Oh Mymy Oh Mymy Oh Mymy Oh Mymy eh Oh Mymy Oh Mymy Oh Mymy Oh Mymy eh (Hey go) Oh Mymy Oh Mymy Oh Mymy Oh Mymy eh Oh Mymy Oh Mymy Oh Mymy Oh Mymy eh 우린 둘에서 셋 담엔 셋에서 넷 계속 커져가네 Our name Yeh 우리만의 속도를 정해볼래 뻔한 건 싫으니까 Yeh yeh We young and fresh 눈치 보지 마 Yeh yeh yeh yeh 7초면 돼 One two three four five six seven"
99,100,37311195,당신의 카톡사진,손태진,당신의 카톡사진,"2,908",당신의 사진은 왜 꽃인가요 예쁜 꽃인 건가요 젊은 날 꽃다운 날이 문득 그리운가요 당신의 사진은 왜 산인가요 드높은 산인 건가요 청춘의 푸르던 꿈이 문득 생각나나요 정신없이 앞만 보고 사느라 놓친 것이 너무나 많아 어쩌면 먼 길에 눈물 한 장인가요 아니야 꽃을 보면 웃게 되고 산을 보면 가슴 트이는 남은 날 당신의 예쁜 바램일 거야 정신없이 앞만 보고 사느라 놓친 것이 너무나 많아 어쩌면 먼 길에 눈물 한 장인가요 아니야 꽃을 보면 웃게 되고 산을 보면 가슴 트이는 남은 날 당신의 예쁜 바램일 거야 꽃처럼 아름답게 산처럼 너그럽게 사는 날 우리의 예쁜 바램일 거야 소중한 꿈일 거야
